Idx,ListingInfo1,UserupdateInfo1,UserupdateInfo2
254,2013-11-7,_MarriageStatusId,2013-11-1
254,2013-11-7,_MobilePhone,2013-11-1
254,2013-11-7,_mobilePhone,2013-11-7
254,2013-11-7,_QQ,2013-11-1
254,2013-11-7,_QQ,2013-11-1
254,2013-11-7,_RealName,2013-11-1
254,2013-11-7,_RealName,2013-11-1
254,2013-11-7,_ResidenceAddress,2013-11-1
254,2013-11-7,_ResidenceAddress,2013-11-1
254,2013-11-7,_ResidencePhone,2013-11-1
254,2013-11-7,_ResidencePhone,2013-11-1
254,2013-11-7,_ResidenceTypeId,2013-11-1
254,2013-11-7,_ResidenceTypeId,2013-11-1
254,2013-11-7,_ResidenceYears,2013-11-1
254,2013-11-7,_ResidenceYears,2013-11-1
255,2013-11-12,_EducationId,2013-11-1
255,2013-11-12,_HasBuyCar,2013-11-1
255,2013-11-12,_IdNumber,2013-11-1
255,2013-11-12,_MarriageStatusId,2013-11-1
255,2013-11-12,_MobilePhone,2013-11-1
255,2013-11-12,_QQ,2013-11-1
255,2013-11-12,_RealName,2013-11-1
255,2013-11-12,_RelationshipId,2013-11-3
255,2013-11-12,_ResidenceAddress,2013-11-1
255,2013-11-12,_ResidencePhone,2013-11-1
255,2013-11-12,_ResidenceTypeId,2013-11-1
255,2013-11-12,_ResidenceYears,2013-11-1
258,2013-11-7,_companyAddress,2012-11-14
258,2013-11-7,_companyName,2012-11-14
258,2013-11-7,_companyPhone,2012-11-14
258,2013-11-7,_companyTypeId,2012-11-14
258,2013-11-7,_department,2012-11-14
258,2013-11-7,_lastUpdateDate,2012-11-14
258,2013-11-7,_lastUpdateDate,2012-11-14
258,2013-11-7,_lastUpdateDate,2012-11-14
258,2013-11-7,_lastUpdateDate,2012-11-14
258,2013-11-7,_phone,2012-11-14
258,2013-11-7,_realName,2012-11-14
258,2013-11-7,_regStepId,2012-11-14
258,2013-11-7,_relationshipId,2012-11-14
258,2013-11-7,_relationshipId,2012-11-19
258,2013-11-7,_residenceAddress,2012-11-14
258,2013-11-7,_residencePhone,2012-11-14
258,2013-11-7,_residenceYears,2012-11-14
258,2013-11-7,_workYears,2012-11-14
260,2013-11-6,_EducationId,2013-11-1
260,2013-11-6,_HasBuyCar,2013-11-1
260,2013-11-6,_IdNumber,2013-11-1
260,2013-11-6,_MarriageStatusId,2013-11-1
260,2013-11-6,_MobilePhone,2013-11-1
260,2013-11-6,_QQ,2013-11-1
260,2013-11-6,_RealName,2013-11-1
260,2013-11-6,_RealName,2013-11-5
260,2013-11-6,_ResidenceAddress,2013-11-1
260,2013-11-6,_ResidencePhone,2013-11-1
260,2013-11-6,_ResidenceTypeId,2013-11-1
260,2013-11-6,_ResidenceYears,2013-11-1
261,2013-11-7,_EducationId,2013-10-10
261,2013-11-7,_HasBuyCar,2013-10-10
261,2013-11-7,_IdNumber,2013-10-10
261,2013-11-7,_IncomeFrom,2013-11-5
261,2013-11-7,_LastUpdateDate,2013-10-10
261,2013-11-7,_MarriageStatusId,2013-10-10
261,2013-11-7,_MobilePhone,2013-10-10
261,2013-11-7,_MobilePhone,2013-10-10
261,2013-11-7,_mobilePhone,2013-11-5
261,2013-11-7,_QQ,2013-10-10
261,2013-11-7,_RealName,2013-10-10
261,2013-11-7,_ResidencePhone,2013-10-10
261,2013-11-7,_ResidenceTypeId,2013-10-10
261,2013-11-7,_ResidenceYears,2013-10-10
262,2013-11-8,_Age,2013-10-30
262,2013-11-8,_HasBuyCar,2013-10-30
262,2013-11-8,_LastUpdateDate,2013-10-30
262,2013-11-8,_LastUpdateDate,2013-10-30
262,2013-11-8,_MobilePhone,2013-10-30
262,2013-11-8,_mobilePhone,2013-11-7
262,2013-11-8,_mobilePhone,2013-11-7
262,2013-11-8,_QQ,2013-10-30
262,2013-11-8,_ResidencePhone,2013-10-30
262,2013-11-8,_ResidenceTypeId,2013-10-30
262,2013-11-8,_ResidenceYears,2013-10-30
266,2013-11-7,_EducationId,2013-10-10
266,2013-11-7,_HasBuyCar,2013-10-10
266,2013-11-7,_IdNumber,2013-10-10
266,2013-11-7,_LastUpdateDate,2013-10-10
266,2013-11-7,_MarriageStatusId,2013-10-10
266,2013-11-7,_MarriageStatusId,2013-11-3
266,2013-11-7,_MobilePhone,2013-10-10
266,2013-11-7,_MobilePhone,2013-10-10
266,2013-11-7,_mobilePhone,2013-11-7
266,2013-11-7,_mobilePhone,2013-11-7
266,2013-11-7,_QQ,2013-10-10
266,2013-11-7,_RealName,2013-10-10
266,2013-11-7,_ResidencePhone,2013-10-10
266,2013-11-7,_ResidenceTypeId,2013-10-10
266,2013-11-7,_ResidenceYears,2013-10-10
273,2013-11-8,_Age,2013-11-6
273,2013-11-8,_EducationId,2013-11-1
273,2013-11-8,_Gender,2013-11-6
273,2013-11-8,_HasBuyCar,2013-11-1
273,2013-11-8,_IdNumber,2013-11-1
273,2013-11-8,_LastUpdateDate,2013-11-6
273,2013-11-8,_MarriageStatusId,2013-11-1
273,2013-11-8,_MobilePhone,2013-11-1
273,2013-11-8,_QQ,2013-11-1
273,2013-11-8,_RealName,2013-11-1
273,2013-11-8,_ResidenceAddress,2013-11-1
273,2013-11-8,_ResidencePhone,2013-11-1
273,2013-11-8,_ResidenceTypeId,2013-11-1
273,2013-11-8,_ResidenceYears,2013-11-1
274,2013-11-9,_EducationId,2013-11-1
274,2013-11-9,_HasBuyCar,2013-11-1
274,2013-11-9,_IdNumber,2013-11-1
274,2013-11-9,_MarriageStatusId,2013-11-1
274,2013-11-9,_MobilePhone,2013-11-1
274,2013-11-9,_mobilePhone,2013-11-9
274,2013-11-9,_QQ,2013-11-1
274,2013-11-9,_RealName,2013-11-1
274,2013-11-9,_ResidenceAddress,2013-11-1
274,2013-11-9,_ResidencePhone,2013-11-1
274,2013-11-9,_ResidenceTypeId,2013-11-1
274,2013-11-9,_ResidenceYears,2013-11-1
276,2013-11-8,_EducationId,2013-11-1
276,2013-11-8,_EducationId,2013-11-1
276,2013-11-8,_HasBuyCar,2013-11-1
276,2013-11-8,_HasBuyCar,2013-11-1
276,2013-11-8,_IdNumber,2013-11-1
276,2013-11-8,_IdNumber,2013-11-1
276,2013-11-8,_MarriageStatusId,2013-11-1
276,2013-11-8,_MarriageStatusId,2013-11-1
276,2013-11-8,_MobilePhone,2013-11-1
276,2013-11-8,_mobilePhone,2013-11-8
276,2013-11-8,_QQ,2013-11-1
276,2013-11-8,_QQ,2013-11-1
276,2013-11-8,_RealName,2013-11-1
276,2013-11-8,_RealName,2013-11-1
276,2013-11-8,_ResidenceAddress,2013-11-1
276,2013-11-8,_ResidenceAddress,2013-11-1
276,2013-11-8,_ResidencePhone,2013-11-1
276,2013-11-8,_ResidencePhone,2013-11-1
276,2013-11-8,_ResidenceTypeId,2013-11-1
276,2013-11-8,_ResidenceTypeId,2013-11-1
276,2013-11-8,_ResidenceYears,2013-11-1
276,2013-11-8,_ResidenceYears,2013-11-1
277,2013-11-12,_EducationId,2013-10-1
277,2013-11-12,_EducationId,2013-10-2
277,2013-11-12,_HasBuyCar,2013-10-1
277,2013-11-12,_IdNumber,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-1
277,2013-11-12,_LastUpdateDate,2013-10-2
277,2013-11-12,_LastUpdateDate,2013-11-3
277,2013-11-12,_MarriageStatusId,2013-10-1
277,2013-11-12,_MobilePhone,2013-10-1
277,2013-11-12,_MobilePhone,2013-10-1
277,2013-11-12,_QQ,2013-10-1
277,2013-11-12,_RealName,2013-10-1
277,2013-11-12,_ResidencePhone,2013-10-1
277,2013-11-12,_ResidenceTypeId,2013-10-1
277,2013-11-12,_ResidenceYears,2013-10-1
282,2013-11-7,_EducationId,2013-9-16
282,2013-11-7,_HasBuyCar,2013-9-16
282,2013-11-7,_IdNumber,2013-9-16
282,2013-11-7,_LastUpdateDate,2013-9-16
282,2013-11-7,_LastUpdateDate,2013-9-16
282,2013-11-7,_MarriageStatusId,2013-9-16
282,2013-11-7,_MobilePhone,2013-9-16
282,2013-11-7,_MobilePhone,2013-9-16
282,2013-11-7,_QQ,2013-9-16
282,2013-11-7,_RealName,2013-9-16
282,2013-11-7,_ResidencePhone,2013-9-16
282,2013-11-7,_ResidenceTypeId,2013-9-16
282,2013-11-7,_ResidenceYears,2013-9-16
290,2013-11-7,_CompanyAddress,2013-11-2
290,2013-11-7,_CompanyName,2013-11-2
290,2013-11-7,_CompanyPhone,2013-11-2
290,2013-11-7,_CompanyPhone,2013-11-4
290,2013-11-7,_flag_UCtoBcp,2013-11-2
290,2013-11-7,_flag_UCtoBcp,2013-11-2
290,2013-11-7,_flag_UCtoPVR,2013-11-2
290,2013-11-7,_flag_UCtoPVR,2013-11-2
290,2013-11-7,_HasBuyCar,2013-11-2
290,2013-11-7,_LastUpdateDate,2013-11-2
290,2013-11-7,_LastUpdateDate,2013-11-2
290,2013-11-7,_LastUpdateDate,2013-11-2
290,2013-11-7,_LastUpdateDate,2013-11-2
290,2013-11-7,_LastUpdateDate,2013-11-4
290,2013-11-7,_LastUpdateDate,2013-11-4
290,2013-11-7,_MobilePhone,2013-11-2
290,2013-11-7,_Phone,2013-11-2
290,2013-11-7,_QQ,2013-11-2
290,2013-11-7,_ResidenceAddress,2013-11-4
290,2013-11-7,_ResidencePhone,2013-11-2
290,2013-11-7,_ResidenceYears,2013-11-2
292,2013-11-7,_age,2012-11-26
292,2013-11-7,_companyAddress,2012-11-26
292,2013-11-7,_companyName,2012-11-26
292,2013-11-7,_companyPhone,2012-11-26
292,2013-11-7,_companyTypeId,2012-11-26
292,2013-11-7,_department,2012-11-26
292,2013-11-7,_hasBuyCar,2012-11-26
292,2013-11-7,_idNumber,2012-11-26
292,2013-11-7,_isCash,2012-11-26
292,2013-11-7,_lastUpdateDate,2012-11-26
292,2013-11-7,_lastUpdateDate,2012-11-26
292,2013-11-7,_LastUpdateDate,2013-11-2
292,2013-11-7,_LastUpdateDate,2013-11-2
292,2013-11-7,_qQ,2012-11-26
292,2013-11-7,_regStepId,2012-11-26
292,2013-11-7,_residenceAddress,2012-11-26
292,2013-11-7,_residencePhone,2012-11-26
292,2013-11-7,_residenceTypeId,2012-11-26
292,2013-11-7,_residenceYears,2012-11-26
292,2013-11-7,_ResidenceYears,2013-11-2
292,2013-11-7,_workYears,2012-11-26
292,2013-11-7,_WorkYears,2013-11-2
292,2013-11-7,_WorkYears,2013-11-2
293,2013-11-7,_EducationId,2013-10-9
293,2013-11-7,_HasBuyCar,2013-10-9
293,2013-11-7,_IdNumber,2013-10-9
293,2013-11-7,_LastUpdateDate,2013-10-9
293,2013-11-7,_LastUpdateDate,2013-10-9
293,2013-11-7,_LastUpdateDate,2013-10-10
293,2013-11-7,_LastUpdateDate,2013-10-14
293,2013-11-7,_LastUpdateDate,2013-10-14
293,2013-11-7,_LastUpdateDate,2013-11-6
293,2013-11-7,_LastUpdateDate,2013-11-6
293,2013-11-7,_MarriageStatusId,2013-10-9
293,2013-11-7,_MobilePhone,2013-10-9
293,2013-11-7,_MobilePhone,2013-10-9
293,2013-11-7,_Phone,2013-11-6
293,2013-11-7,_QQ,2013-10-9
293,2013-11-7,_RealName,2013-10-9
293,2013-11-7,_RealName,2013-11-6
293,2013-11-7,_ResidencePhone,2013-10-9
293,2013-11-7,_ResidenceTypeId,2013-10-9
293,2013-11-7,_ResidenceTypeId,2013-10-10
293,2013-11-7,_ResidenceYears,2013-10-9
293,2013-11-7,_turnover,2013-10-10
293,2013-11-7,_turnover,2013-10-14
293,2013-11-7,_turnover,2013-11-6
299,2013-11-6,_EducationId,2013-11-2
299,2013-11-6,_HasBuyCar,2013-11-2
299,2013-11-6,_IdNumber,2013-11-2
299,2013-11-6,_LastUpdateDate,2013-11-2
299,2013-11-6,_MarriageStatusId,2013-11-2
299,2013-11-6,_MobilePhone,2013-11-2
299,2013-11-6,_QQ,2013-11-2
299,2013-11-6,_RealName,2013-11-2
299,2013-11-6,_ResidencePhone,2013-11-2
299,2013-11-6,_ResidenceTypeId,2013-11-2
299,2013-11-6,_ResidenceTypeId,2013-11-5
299,2013-11-6,_ResidenceYears,2013-11-2
300,2013-11-6,_EducationId,2013-11-1
300,2013-11-6,_HasBuyCar,2013-11-1
300,2013-11-6,_IdNumber,2013-11-1
300,2013-11-6,_MarriageStatusId,2013-11-1
300,2013-11-6,_MobilePhone,2013-11-1
300,2013-11-6,_mobilePhone,2013-11-4
300,2013-11-6,_Phone,2013-11-4
300,2013-11-6,_QQ,2013-11-1
300,2013-11-6,_RealName,2013-11-1
300,2013-11-6,_RealName,2013-11-4
300,2013-11-6,_RelationshipId,2013-11-4
300,2013-11-6,_ResidenceAddress,2013-11-1
300,2013-11-6,_ResidencePhone,2013-11-1
300,2013-11-6,_ResidenceTypeId,2013-11-1
300,2013-11-6,_ResidenceYears,2013-11-1
303,2013-11-9,_EducationId,2013-11-2
303,2013-11-9,_HasBuyCar,2013-11-2
303,2013-11-9,_IdNumber,2013-11-2
303,2013-11-9,_MarriageStatusId,2013-11-2
303,2013-11-9,_MobilePhone,2013-11-2
303,2013-11-9,_QQ,2013-11-2
303,2013-11-9,_RealName,2013-11-2
303,2013-11-9,_ResidenceAddress,2013-11-2
303,2013-11-9,_ResidencePhone,2013-11-2
303,2013-11-9,_ResidenceTypeId,2013-11-2
303,2013-11-9,_ResidenceYears,2013-11-2
304,2013-11-8,_EducationId,2013-11-2
304,2013-11-8,_EducationId,2013-11-2
304,2013-11-8,_EducationId,2013-11-2
304,2013-11-8,_HasBuyCar,2013-11-2
304,2013-11-8,_HasBuyCar,2013-11-2
304,2013-11-8,_HasBuyCar,2013-11-2
304,2013-11-8,_IdNumber,2013-11-2
304,2013-11-8,_IdNumber,2013-11-2
304,2013-11-8,_IdNumber,2013-11-2
304,2013-11-8,_MarriageStatusId,2013-11-2
304,2013-11-8,_MarriageStatusId,2013-11-2
304,2013-11-8,_MarriageStatusId,2013-11-2
304,2013-11-8,_MobilePhone,2013-11-2
304,2013-11-8,_mobilePhone,2013-11-5
304,2013-11-8,_QQ,2013-11-2
304,2013-11-8,_QQ,2013-11-2
304,2013-11-8,_QQ,2013-11-2
304,2013-11-8,_RealName,2013-11-2
304,2013-11-8,_RealName,2013-11-2
304,2013-11-8,_RealName,2013-11-2
304,2013-11-8,_ResidenceAddress,2013-11-2
304,2013-11-8,_ResidenceAddress,2013-11-2
304,2013-11-8,_ResidenceAddress,2013-11-2
304,2013-11-8,_ResidencePhone,2013-11-2
304,2013-11-8,_ResidencePhone,2013-11-2
304,2013-11-8,_ResidencePhone,2013-11-2
304,2013-11-8,_ResidenceTypeId,2013-11-2
304,2013-11-8,_ResidenceTypeId,2013-11-2
304,2013-11-8,_ResidenceTypeId,2013-11-2
304,2013-11-8,_ResidenceYears,2013-11-2
304,2013-11-8,_ResidenceYears,2013-11-2
304,2013-11-8,_ResidenceYears,2013-11-2
308,2013-11-5,_CompanyName,2013-11-2
308,2013-11-5,_flag_UCtoBcp,2013-11-4
308,2013-11-5,_flag_UCtoBcp,2013-11-4
308,2013-11-5,_flag_UCtoPVR,2013-11-4
308,2013-11-5,_HasBuyCar,2013-11-2
308,2013-11-5,_mobilePhone,2013-11-4
308,2013-11-5,_mobilePhone,2013-11-4
308,2013-11-5,_mobilePhone,2013-11-5
308,2013-11-5,_ResidenceTypeId,2013-11-2
308,2013-11-5,_ResidenceYears,2013-11-2
308,2013-11-5,_WorkYears,2013-11-2
311,2013-11-6,_EducationId,2013-11-2
311,2013-11-6,_HasBuyCar,2013-11-2
311,2013-11-6,_IdNumber,2013-11-2
311,2013-11-6,_MarriageStatusId,2013-11-2
311,2013-11-6,_MobilePhone,2013-11-2
311,2013-11-6,_mobilePhone,2013-11-6
311,2013-11-6,_QQ,2013-11-2
311,2013-11-6,_RealName,2013-11-2
311,2013-11-6,_ResidenceAddress,2013-11-2
311,2013-11-6,_ResidencePhone,2013-11-2
311,2013-11-6,_ResidenceTypeId,2013-11-2
311,2013-11-6,_ResidenceYears,2013-11-2
313,2013-11-9,_HasBuyCar,2013-9-16
313,2013-11-9,_LastUpdateDate,2013-11-1
313,2013-11-9,_ResidencePhone,2013-9-16
313,2013-11-9,_ResidenceTypeId,2013-9-16
313,2013-11-9,_ResidenceYears,2013-9-16
